ts_code,name,call_put,exercise_price,list_date,delist_date,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi,expire_date,days_to_expire,price_diff
10007369.SH,南方中证500ETF期权2407认购4.80,C,4.8,20240523,20240724,2024-07-08,SSE,0.1426,0.1426,0.1354,0.1412,0.0813,0.0945,0.0945,79409.0,8382.8692,23973.0,2024-07-24,16,0.04800000000000004
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-07-08,SSE,0.1824,0.1824,0.1772,0.1789,0.1327,0.1454,0.1454,2223.0,337.7964,1004.0,2024-08-28,51,0.04800000000000004
10006768.SH,南方中证500ETF期权2409认购4.823,C,4.823,20240125,20240925,2024-07-08,SSE,0.1914,0.1914,0.1796,0.1796,0.145,0.1536,0.1536,214.0,35.703053,788.0,2024-09-25,79,0.024999999999999467
10007177.SH,南方中证500ETF期权2412认购4.823,C,4.823,20240425,20241225,2024-07-08,SSE,0.2368,0.2432,0.2287,0.2287,0.204,0.204,0.204,79.0,17.535957,214.0,2024-12-25,170,0.024999999999999467
10007370.SH,南方中证500ETF期权2407认购4.90,C,4.9,20240523,20240724,2024-07-09,SSE,0.0471,0.0471,0.0473,0.0998,0.0403,0.0848,0.0848,273279.0,17717.6705,43677.0,2024-07-24,15,0.03599999999999959
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-07-09,SSE,0.0956,0.0956,0.0944,0.1505,0.0893,0.138,0.138,13556.0,1561.9942,4578.0,2024-08-28,50,0.03599999999999959
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-07-09,SSE,0.1109,0.1109,0.1152,0.1619,0.1025,0.1518,0.1518,1201.0,155.353106,1200.0,2024-09-25,78,0.01499999999999968
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-07-09,SSE,0.1635,0.1616,0.1713,0.2112,0.1568,0.2028,0.2057,169.0,32.772096,495.0,2024-12-25,169,0.01499999999999968
10007370.SH,南方中证500ETF期权2407认购4.90,C,4.9,20240523,20240724,2024-07-10,SSE,0.0848,0.0848,0.0799,0.0998,0.0675,0.069,0.069,157702.0,13101.996,60596.0,2024-07-24,14,0.008000000000000007
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-07-10,SSE,0.138,0.138,0.1342,0.1528,0.1231,0.1252,0.1252,8475.0,1168.8559,5350.0,2024-08-28,49,0.008000000000000007
10007298.SH,南方中证500ETF期权2409认购4.90,C,4.9,20240517,20240925,2024-07-10,SSE,0.1613,0.1613,0.1594,0.1746,0.147,0.1492,0.1492,1309.0,211.4683,3108.0,2024-09-25,77,0.008000000000000007
10007316.SH,南方中证500ETF期权2412认购4.90,C,4.9,20240517,20241225,2024-07-10,SSE,0.2152,0.2152,0.2157,0.2272,0.2022,0.204,0.204,521.0,112.7945,2116.0,2024-12-25,168,0.008000000000000007
10007371.SH,南方中证500ETF期权2407认购5.00,C,5.0,20240523,20240724,2024-07-11,SSE,0.0329,0.0329,0.048,0.072,0.0411,0.0629,0.0629,298880.0,17304.497,95202.0,2024-07-24,13,0.006999999999999673
10007491.SH,南方中证500ETF期权2408认购5.00,C,5.0,20240627,20240828,2024-07-11,SSE,0.0827,0.0827,0.1085,0.13,0.0938,0.1172,0.1172,23072.0,2627.1527,12538.0,2024-08-28,48,0.006999999999999673
10007299.SH,南方中证500ETF期权2409认购5.00,C,5.0,20240517,20240925,2024-07-11,SSE,0.1074,0.1074,0.1247,0.1539,0.1194,0.1439,0.1439,5731.0,786.2482,5333.0,2024-09-25,76,0.006999999999999673
10007317.SH,南方中证500ETF期权2412认购5.00,C,5.0,20240517,20241225,2024-07-11,SSE,0.1621,0.162,0.1814,0.2087,0.1736,0.2007,0.2007,1695.0,327.2479,3402.0,2024-12-25,167,0.006999999999999673
10007371.SH,南方中证500ETF期权2407认购5.00,C,5.0,20240523,20240724,2024-07-12,SSE,0.0629,0.0629,0.0599,0.0653,0.0485,0.0521,0.0521,203877.0,11287.6961,109502.0,2024-07-24,12,0.01499999999999968
10007491.SH,南方中证500ETF期权2408认购5.00,C,5.0,20240627,20240828,2024-07-12,SSE,0.1172,0.1172,0.1191,0.1215,0.104,0.1082,0.1082,13811.0,1525.525,13902.0,2024-08-28,47,0.01499999999999968
10007299.SH,南方中证500ETF期权2409认购5.00,C,5.0,20240517,20240925,2024-07-12,SSE,0.1439,0.1439,0.144,0.1462,0.1293,0.1341,0.1341,2133.0,289.9604,5535.0,2024-09-25,75,0.01499999999999968
10007317.SH,南方中证500ETF期权2412认购5.00,C,5.0,20240517,20241225,2024-07-12,SSE,0.2007,0.2007,0.2034,0.2034,0.1838,0.1914,0.1908,496.0,94.8566,3349.0,2024-12-25,166,0.01499999999999968
10007370.SH,南方中证500ETF期权2407认购4.90,C,4.9,20240523,20240724,2024-07-15,SSE,0.11,0.11,0.1026,0.1034,0.0706,0.077,0.077,127012.0,10317.2571,48480.0,2024-07-24,9,0.04899999999999949
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-07-15,SSE,0.161,0.161,0.1525,0.1525,0.1257,0.1306,0.1306,9407.0,1261.4965,7595.0,2024-08-28,44,0.04899999999999949
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-07-15,SSE,0.173,0.173,0.1744,0.1744,0.1404,0.1436,0.1462,504.0,76.634238,1138.0,2024-09-25,72,0.02799999999999958
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-07-15,SSE,0.226,0.2204,0.2341,0.2341,0.1999,0.1999,0.2017,242.0,50.122328,906.0,2024-12-25,163,0.02799999999999958
10007371.SH,南方中证500ETF期权2407认购5.00,C,5.0,20240523,20240724,2024-07-16,SSE,0.031,0.031,0.029,0.0397,0.0201,0.0327,0.0327,228181.0,6611.6223,114978.0,2024-07-24,8,0.03399999999999981
10007491.SH,南方中证500ETF期权2408认购5.00,C,5.0,20240627,20240828,2024-07-16,SSE,0.086,0.086,0.082,0.0957,0.0718,0.089,0.089,16603.0,1400.4606,17362.0,2024-08-28,43,0.03399999999999981
10007299.SH,南方中证500ETF期权2409认购5.00,C,5.0,20240517,20240925,2024-07-16,SSE,0.1118,0.1118,0.1077,0.1215,0.0972,0.1147,0.1147,3291.0,357.9057,5498.0,2024-09-25,71,0.03399999999999981
10007317.SH,南方中证500ETF期权2412认购5.00,C,5.0,20240517,20241225,2024-07-16,SSE,0.1675,0.1675,0.1659,0.1725,0.1531,0.1675,0.1675,524.0,85.1356,3567.0,2024-12-25,162,0.03399999999999981
10007370.SH,南方中证500ETF期权2407认购4.90,C,4.9,20240523,20240724,2024-07-17,SSE,0.0836,0.0836,0.083,0.0898,0.057,0.0606,0.0606,203459.0,13252.6651,54270.0,2024-07-24,7,0.030999999999999694
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-07-17,SSE,0.1363,0.1363,0.1347,0.1414,0.1138,0.1175,0.1175,15172.0,1810.9309,11583.0,2024-08-28,42,0.030999999999999694
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-07-17,SSE,0.1499,0.1473,0.1473,0.1473,0.1295,0.1326,0.1326,436.0,59.747912,1126.0,2024-09-25,70,0.009999999999999787
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-07-17,SSE,0.2003,0.2003,0.1897,0.1918,0.1826,0.1854,0.1846,257.0,48.77816,1157.0,2024-12-25,161,0.009999999999999787
10007371.SH,南方中证500ETF期权2407认购5.00,C,5.0,20240523,20240724,2024-07-18,SSE,0.021,0.021,0.0181,0.0263,0.0091,0.025,0.025,237192.0,3991.8176,97563.0,2024-07-24,6,0.04600000000000026
10007491.SH,南方中证500ETF期权2408认购5.00,C,5.0,20240627,20240828,2024-07-18,SSE,0.074,0.074,0.07,0.0826,0.0538,0.0815,0.0815,54709.0,3636.2539,27932.0,2024-08-28,41,0.04600000000000026
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-07-18,SSE,0.1326,0.1326,0.1309,0.1432,0.1054,0.1334,0.1447,1296.0,160.617205,1200.0,2024-09-25,69,0.032999999999999474
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-07-18,SSE,0.1846,0.1854,0.1875,0.1972,0.1597,0.1911,0.198,192.0,35.966502,1094.0,2024-12-25,160,0.032999999999999474
10007370.SH,南方中证500ETF期权2407认购4.90,C,4.9,20240523,20240724,2024-07-19,SSE,0.072,0.072,0.06,0.089,0.0478,0.064,0.064,241526.0,15655.091,40023.0,2024-07-24,5,0.045999999999999375
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-07-19,SSE,0.1277,0.1277,0.1203,0.1443,0.107,0.1246,0.1246,34741.0,4292.2247,18539.0,2024-08-28,40,0.045999999999999375
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-07-19,SSE,0.1447,0.1334,0.1401,0.1601,0.1272,0.14,0.144,281.0,40.802966,1248.0,2024-09-25,68,0.024999999999999467
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-07-19,SSE,0.198,0.1911,0.1972,0.2006,0.1829,0.1991,0.2007,58.0,10.958678,1086.0,2024-12-25,159,0.024999999999999467
10007370.SH,南方中证500ETF期权2407认购4.90,C,4.9,20240523,20240724,2024-07-22,SSE,0.064,0.064,0.0687,0.0768,0.0343,0.0469,0.0469,194956.0,10151.2303,35118.0,2024-07-24,2,0.03399999999999981
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-07-22,SSE,0.1246,0.1246,0.1242,0.1362,0.1036,0.1145,0.1145,45991.0,5451.3536,24828.0,2024-08-28,37,0.03399999999999981
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-07-22,SSE,0.144,0.14,0.1474,0.1503,0.1292,0.134,0.134,496.0,70.315226,1388.0,2024-09-25,65,0.0129999999999999
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-07-22,SSE,0.2007,0.1991,0.1999,0.2021,0.1868,0.1914,0.1914,332.0,65.415871,1112.0,2024-12-25,156,0.0129999999999999
10007369.SH,南方中证500ETF期权2407认购4.80,C,4.8,20240523,20240724,2024-07-23,SSE,0.134,0.1305,0.1305,0.1377,0.0159,0.0172,0.0172,135835.0,7999.767,21542.0,2024-07-24,1,0.006000000000000227
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-07-23,SSE,0.173,0.173,0.1757,0.1776,0.0937,0.094,0.094,37637.0,4474.7981,18973.0,2024-08-28,36,0.006000000000000227
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-07-23,SSE,0.1992,0.1992,0.1908,0.1908,0.1221,0.1221,0.1221,2052.0,302.0152,2292.0,2024-09-25,64,0.006000000000000227
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-07-23,SSE,0.2486,0.2486,0.2346,0.2347,0.1788,0.1788,0.1788,675.0,133.0965,1166.0,2024-12-25,155,0.006000000000000227
10007429.SH,南方中证500ETF期权2407认购4.70,C,4.7,20240527,20240724,2024-07-24,SSE,0.094,0.0916,0.0873,0.1105,0.0131,0.0154,0.037,75237.0,4885.0793,5849.0,2024-07-24,0,0.03699999999999992
10007488.SH,南方中证500ETF期权2408认购4.70,C,4.7,20240627,20240828,2024-07-24,SSE,0.1418,0.1418,0.1451,0.1545,0.1095,0.1114,0.1114,50965.0,6593.5082,16891.0,2024-08-28,35,0.03699999999999992
10006767.SH,南方中证500ETF期权2409认购4.724,C,4.724,20240125,20240925,2024-07-24,SSE,0.1604,0.1604,0.1623,0.1663,0.1308,0.1321,0.1266,831.0,126.217274,809.0,2024-09-25,63,0.0129999999999999
10007176.SH,南方中证500ETF期权2412认购4.724,C,4.724,20240425,20241225,2024-07-24,SSE,0.211,0.2202,0.205,0.2085,0.1829,0.1829,0.1829,57.0,11.81415,317.0,2024-12-25,154,0.0129999999999999
10007488.SH,南方中证500ETF期权2408认购4.70,C,4.7,20240627,20240828,2024-07-25,SSE,0.1114,0.1114,0.103,0.1439,0.1008,0.1095,0.1095,96543.0,11330.8451,24610.0,2024-08-28,34,0.030999999999999694
10006767.SH,南方中证500ETF期权2409认购4.724,C,4.724,20240125,20240925,2024-07-25,SSE,0.1266,0.1321,0.1251,0.1543,0.1194,0.1205,0.1205,1164.0,154.391258,1056.0,2024-09-25,62,0.006999999999999673
10007176.SH,南方中证500ETF期权2412认购4.724,C,4.724,20240425,20241225,2024-07-25,SSE,0.1829,0.1829,0.1894,0.2027,0.1722,0.1791,0.176,230.0,42.661738,370.0,2024-12-25,153,0.006999999999999673
10007636.SH,南方中证500ETF期权2503认购4.722,C,4.722,20240725,20250326,2024-07-25,SSE,0.2097,,0.1944,0.2033,0.1625,0.1855,0.1855,456.0,83.8946,286.0,2025-03-26,244,0.008999999999999453
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-07-26,SSE,0.066,0.066,0.0719,0.1017,0.0711,0.0916,0.0916,191527.0,16944.5559,39511.0,2024-08-28,33,0.006000000000000227
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-07-26,SSE,0.0932,0.0935,0.096,0.1293,0.096,0.1207,0.1203,5464.0,641.7699,4412.0,2024-09-25,61,0.006000000000000227
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-07-26,SSE,0.15,0.15,0.1518,0.1839,0.1518,0.1766,0.1766,1513.0,261.4873,2676.0,2024-12-25,152,0.006000000000000227
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-07-26,SSE,0.1544,0.1544,0.1587,0.185,0.157,0.1745,0.1745,491.0,85.6144,428.0,2025-03-26,243,0.014000000000000234
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-07-29,SSE,0.0916,0.0916,0.091,0.0979,0.0764,0.0792,0.0792,109542.0,9134.3798,46160.0,2024-08-28,30,0.02400000000000002
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-07-29,SSE,0.1203,0.1207,0.1179,0.1213,0.1055,0.1086,0.1086,5459.0,608.0948,5636.0,2024-09-25,58,0.02400000000000002
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-07-29,SSE,0.1766,0.1766,0.1721,0.1764,0.1631,0.1687,0.1685,1221.0,205.6708,2686.0,2024-12-25,149,0.02400000000000002
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-07-29,SSE,0.1745,0.1745,0.182,0.182,0.1626,0.1716,0.169,227.0,38.2353,535.0,2025-03-26,240,0.04400000000000048
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-07-30,SSE,0.0792,0.0792,0.0732,0.0833,0.0571,0.0739,0.0739,154876.0,10944.0466,53885.0,2024-08-28,29,0.02799999999999958
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-07-30,SSE,0.1086,0.1086,0.1051,0.1123,0.086,0.1052,0.1052,6969.0,698.3034,6510.0,2024-09-25,57,0.02799999999999958
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-07-30,SSE,0.1685,0.1687,0.1644,0.1699,0.1458,0.1621,0.1622,1372.0,212.3129,3124.0,2024-12-25,148,0.02799999999999958
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-07-30,SSE,0.169,0.1716,0.1721,0.1721,0.1506,0.168,0.1673,622.0,101.6317,923.0,2025-03-26,239,0.04800000000000004
10007491.SH,南方中证500ETF期权2408认购5.00,C,5.0,20240627,20240828,2024-07-31,SSE,0.0215,0.0215,0.0228,0.0855,0.0208,0.0851,0.0851,243663.0,13925.8126,71670.0,2024-08-28,28,0.025000000000000355
10007299.SH,南方中证500ETF期权2409认购5.00,C,5.0,20240517,20240925,2024-07-31,SSE,0.0445,0.0445,0.0465,0.1193,0.0436,0.1193,0.1193,18664.0,1603.7262,13434.0,2024-09-25,56,0.025000000000000355
10007317.SH,南方中证500ETF期权2412认购5.00,C,5.0,20240517,20241225,2024-07-31,SSE,0.0992,0.0992,0.1027,0.1799,0.096,0.1798,0.1798,5904.0,887.233,5218.0,2024-12-25,147,0.025000000000000355
10007638.SH,南方中证500ETF期权2503认购4.919,C,4.919,20240725,20250326,2024-07-31,SSE,0.1361,0.1376,0.143,0.2196,0.134,0.2174,0.2174,2392.0,475.3832,2527.0,2025-03-26,238,0.05600000000000005
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-08-01,SSE,0.1366,0.1366,0.1392,0.1685,0.0982,0.108,0.108,110743.0,13435.4633,50652.0,2024-08-28,27,0.02999999999999936
10006769.SH,南方中证500ETF期权2409认购4.921,C,4.921,20240125,20240925,2024-08-01,SSE,0.156,0.156,0.1612,0.1829,0.1245,0.1346,0.1346,950.0,142.909036,1715.0,2024-09-25,55,0.008999999999999453
10007178.SH,南方中证500ETF期权2412认购4.921,C,4.921,20240425,20241225,2024-08-01,SSE,0.2135,0.2135,0.2211,0.2365,0.1858,0.198,0.198,220.0,47.951136,905.0,2024-12-25,146,0.008999999999999453
10007638.SH,南方中证500ETF期权2503认购4.919,C,4.919,20240725,20250326,2024-08-01,SSE,0.2174,0.2174,0.2319,0.2435,0.1959,0.2046,0.2046,1227.0,264.642,2740.0,2025-03-26,237,0.01100000000000012
10007490.SH,南方中证500ETF期权2408认购4.90,C,4.9,20240627,20240828,2024-08-02,SSE,0.108,0.108,0.088,0.1278,0.076,0.0784,0.0784,141327.0,14031.5467,61648.0,2024-08-28,26,0.036000000000000476
10007298.SH,南方中证500ETF期权2409认购4.90,C,4.9,20240517,20240925,2024-08-02,SSE,0.1459,0.1459,0.1334,0.161,0.1132,0.1142,0.1142,6472.0,858.6721,7771.0,2024-09-25,54,0.036000000000000476
10007316.SH,南方中证500ETF期权2412认购4.90,C,4.9,20240517,20241225,2024-08-02,SSE,0.2054,0.2075,0.19,0.2199,0.1758,0.1783,0.1783,1775.0,353.5425,4862.0,2024-12-25,145,0.036000000000000476
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-02,SSE,0.2452,0.2452,0.2361,0.2557,0.216,0.219,0.219,877.0,203.9065,1682.0,2025-03-26,236,0.043999999999999595
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-05,SSE,0.1289,0.1289,0.12,0.18,0.0983,0.104,0.104,127635.0,16061.6576,40019.0,2024-08-28,23,0.03000000000000025
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-08-05,SSE,0.1633,0.1636,0.1557,0.2129,0.1378,0.1396,0.1396,9396.0,1523.6991,5884.0,2024-09-25,51,0.03000000000000025
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-08-05,SSE,0.2233,0.2233,0.2241,0.2643,0.2001,0.2023,0.2023,2686.0,580.6773,3923.0,2024-12-25,142,0.03000000000000025
10007636.SH,南方中证500ETF期权2503认购4.722,C,4.722,20240725,20250326,2024-08-05,SSE,0.2612,0.2612,0.2778,0.2851,0.2339,0.2341,0.2341,441.0,111.6915,1166.0,2025-03-26,233,0.047999999999999154
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-06,SSE,0.104,0.104,0.127,0.1336,0.0916,0.1112,0.1112,116605.0,12744.4078,44160.0,2024-08-28,22,0.020999999999999908
10006768.SH,南方中证500ETF期权2409认购4.823,C,4.823,20240125,20240925,2024-08-06,SSE,0.1304,0.1287,0.1482,0.1646,0.1246,0.1388,0.1388,708.0,97.170443,973.0,2024-09-25,50,0.002000000000000668
10007177.SH,南方中证500ETF期权2412认购4.823,C,4.823,20240425,20241225,2024-08-06,SSE,0.1922,0.1982,0.2142,0.2142,0.1864,0.2038,0.2038,86.0,17.424908,570.0,2024-12-25,141,0.002000000000000668
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-06,SSE,0.197,0.197,0.218,0.225,0.1949,0.2104,0.2092,803.0,165.8204,1274.0,2025-03-26,232,0.0009999999999994458
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-07,SSE,0.1112,0.1112,0.1082,0.1275,0.0992,0.1001,0.1001,107652.0,12080.7453,45667.0,2024-08-28,21,0.023000000000000576
10006768.SH,南方中证500ETF期权2409认购4.823,C,4.823,20240125,20240925,2024-08-07,SSE,0.1388,0.1388,0.1368,0.1505,0.128,0.1293,0.1293,755.0,106.30215,1027.0,2024-09-25,49,0.0
10007177.SH,南方中证500ETF期权2412认购4.823,C,4.823,20240425,20241225,2024-08-07,SSE,0.2038,0.2038,0.2109,0.2109,0.1941,0.1941,0.1941,424.0,87.820094,755.0,2024-12-25,140,0.0
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-07,SSE,0.2092,0.2104,0.215,0.218,0.1994,0.2065,0.2015,325.0,68.9787,1255.0,2025-03-26,231,0.0030000000000001137
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-08,SSE,0.1001,0.1001,0.0942,0.1272,0.0801,0.104,0.104,162568.0,16345.4531,46020.0,2024-08-28,20,0.03300000000000036
10006768.SH,南方中证500ETF期权2409认购4.823,C,4.823,20240125,20240925,2024-08-08,SSE,0.1293,0.1293,0.1251,0.145,0.1113,0.1313,0.1313,1006.0,135.668715,1155.0,2024-09-25,48,0.009999999999999787
10007177.SH,南方中证500ETF期权2412认购4.823,C,4.823,20240425,20241225,2024-08-08,SSE,0.1941,0.1941,0.1937,0.2083,0.1745,0.1955,0.1971,616.0,119.060874,691.0,2024-12-25,139,0.009999999999999787
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-08,SSE,0.2015,0.2065,0.2,0.2121,0.186,0.2051,0.2051,538.0,108.9867,1548.0,2025-03-26,230,0.0129999999999999
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-09,SSE,0.104,0.104,0.1226,0.1368,0.078,0.0792,0.0792,126908.0,12980.8909,49229.0,2024-08-28,19,0.008000000000000007
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-08-09,SSE,0.1448,0.1448,0.1516,0.171,0.1185,0.1185,0.1185,8551.0,1228.9409,7023.0,2024-09-25,47,0.008000000000000007
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-08-09,SSE,0.2064,0.2064,0.222,0.2338,0.1865,0.1865,0.1865,1769.0,376.8514,3746.0,2024-12-25,138,0.008000000000000007
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-09,SSE,0.2051,0.2051,0.22,0.225,0.1921,0.1922,0.1922,207.0,42.2062,1499.0,2025-03-26,229,0.02800000000000047
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-12,SSE,0.0792,0.0792,0.0774,0.0874,0.0676,0.0775,0.0775,122513.0,9482.8016,54374.0,2024-08-28,16,0.006000000000000227
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-08-12,SSE,0.1185,0.1185,0.1184,0.1265,0.1077,0.1157,0.1157,7505.0,867.5707,7584.0,2024-09-25,44,0.006000000000000227
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-08-12,SSE,0.1865,0.1865,0.1843,0.1937,0.1775,0.1848,0.1848,3714.0,684.3455,4377.0,2024-12-25,135,0.006000000000000227
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-12,SSE,0.1922,0.1922,0.1948,0.1954,0.1821,0.1833,0.1833,170.0,32.4589,1575.0,2025-03-26,226,0.02600000000000069
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-13,SSE,0.0775,0.0775,0.0795,0.081,0.0537,0.0772,0.0772,172138.0,11723.6877,58330.0,2024-08-28,15,0.004000000000000448
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-08-13,SSE,0.1157,0.1157,0.1175,0.1201,0.096,0.1178,0.1178,9546.0,1033.8896,9814.0,2024-09-25,43,0.004000000000000448
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-08-13,SSE,0.1848,0.1848,0.185,0.1909,0.1662,0.1905,0.19,1382.0,246.2812,4692.0,2024-12-25,134,0.004000000000000448
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-13,SSE,0.1833,0.1833,0.1934,0.1956,0.177,0.1956,0.1956,77.0,14.0237,1625.0,2025-03-26,225,0.016000000000000014
10007488.SH,南方中证500ETF期权2408认购4.70,C,4.7,20240627,20240828,2024-08-14,SSE,0.1386,0.1386,0.14,0.14,0.089,0.089,0.089,75009.0,8086.6207,29597.0,2024-08-28,14,0.03699999999999992
10006767.SH,南方中证500ETF期权2409认购4.724,C,4.724,20240125,20240925,2024-08-14,SSE,0.1604,0.1604,0.157,0.157,0.1199,0.1199,0.1199,689.0,92.845941,1873.0,2024-09-25,42,0.0129999999999999
10007176.SH,南方中证500ETF期权2412认购4.724,C,4.724,20240425,20241225,2024-08-14,SSE,0.2264,0.2264,0.2174,0.2174,0.1982,0.2012,0.1882,121.0,24.821591,680.0,2024-12-25,133,0.0129999999999999
10007636.SH,南方中证500ETF期权2503认购4.722,C,4.722,20240725,20250326,2024-08-14,SSE,0.2345,0.2345,0.2208,0.2208,0.2012,0.2013,0.2013,337.0,71.0166,1853.0,2025-03-26,224,0.01499999999999968
10007489.SH,南方中证500ETF期权2408认购4.80,C,4.8,20240627,20240828,2024-08-15,SSE,0.0443,0.0443,0.0412,0.0899,0.0407,0.0533,0.0533,284584.0,17661.5569,64153.0,2024-08-28,13,0.0259999999999998
10007297.SH,南方中证500ETF期权2409认购4.80,C,4.8,20240517,20240925,2024-08-15,SSE,0.0874,0.0874,0.0831,0.1332,0.0816,0.0965,0.0965,20169.0,2086.1975,15438.0,2024-09-25,41,0.0259999999999998
10007315.SH,南方中证500ETF期权2412认购4.80,C,4.8,20240517,20241225,2024-08-15,SSE,0.1577,0.1577,0.1601,0.2032,0.1532,0.1719,0.171,1626.0,288.915,5102.0,2024-12-25,132,0.0259999999999998
10007637.SH,南方中证500ETF期权2503认购4.82,C,4.82,20240725,20250326,2024-08-15,SSE,0.167,0.167,0.1706,0.2032,0.1631,0.1787,0.178,338.0,61.531,1463.0,2025-03-26,223,0.04600000000000026
10007488.SH,南方中证500ETF期权2408认购4.70,C,4.7,20240627,20240828,2024-08-16,SSE,0.1065,0.1065,0.1077,0.1179,0.0873,0.0896,0.0896,87703.0,8665.0478,31675.0,2024-08-28,12,0.04600000000000026
10006767.SH,南方中证500ETF期权2409认购4.724,C,4.724,20240125,20240925,2024-08-16,SSE,0.1336,0.1336,0.1348,0.1398,0.1162,0.119,0.119,1142.0,146.475298,2290.0,2024-09-25,40,0.02200000000000024
10007176.SH,南方中证500ETF期权2412认购4.724,C,4.724,20240425,20241225,2024-08-16,SSE,0.2043,0.2033,0.2019,0.2045,0.188,0.192,0.189,503.0,99.509682,727.0,2024-12-25,131,0.02200000000000024
