ts_code,name,opt_code,opt_type,call_put,exercise_price,maturity_date,list_date,delist_date
10007432.SH,南方中证500ETF期权2409认沽4.70,OP510500.SH,ETF期权,P,4.7,20240925,20240527,20240925
10007433.SH,南方中证500ETF期权2412认购4.70,OP510500.SH,ETF期权,C,4.7,20241225,20240527,20241225
10007434.SH,南方中证500ETF期权2412认沽4.70,OP510500.SH,ETF期权,P,4.7,20241225,20240527,20241225
10004990.SH,南方中证500ETF期权2302认沽6.50,OP510500.SH,ETF期权,P,6.5,20230222,20221229,20230222
10006956.SH,南方中证500ETF期权2404认购5.50,OP510500.SH,ETF期权,C,5.5,20240424,20240229,20240424
10006554.SH,南方中证500ETF期权2402认沽6.25,OP510500.SH,ETF期权,P,6.25,20240228,20231228,20240228
10008619.SH,南方中证500ETF期权2502认沽5.165,OP510500.SH,ETF期权,P,5.165,20250226,20241226,20250226
10008769.SH,南方中证500ETF期权2506认购5.00,OP510500.SH,ETF期权,C,5.0,20250625,20250116,20250625
10005443.SH,南方中证500ETF期权2307认购7.00,OP510500.SH,ETF期权,C,7.0,20230726,20230525,20230726
10008095.SH,南方中证500ETF期权2410认购6.75,OP510500.SH,ETF期权,C,6.75,20241023,20241008,20241023
10008096.SH,南方中证500ETF期权2410认购7.00,OP510500.SH,ETF期权,C,7.0,20241023,20241008,20241023
10008097.SH,南方中证500ETF期权2410认沽6.75,OP510500.SH,ETF期权,P,6.75,20241023,20241008,20241023
10008098.SH,南方中证500ETF期权2410认沽7.00,OP510500.SH,ETF期权,P,7.0,20241023,20241008,20241023
10008099.SH,南方中证500ETF期权2411认购6.75,OP510500.SH,ETF期权,C,6.75,20241127,20241008,20241127
10008100.SH,南方中证500ETF期权2411认购7.00,OP510500.SH,ETF期权,C,7.0,20241127,20241008,20241127
10008101.SH,南方中证500ETF期权2411认沽6.75,OP510500.SH,ETF期权,P,6.75,20241127,20241008,20241127
10008102.SH,南方中证500ETF期权2411认沽7.00,OP510500.SH,ETF期权,P,7.0,20241127,20241008,20241127
10008103.SH,南方中证500ETF期权2412认购6.75,OP510500.SH,ETF期权,C,6.75,20241225,20241008,20241225
